"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
7.24384956722705e-63,7.77308355829561,0.226,0.004,1.61689966190075e-58,"KYNU"
8.55546940194857e-63,1.74532077300699,0.801,0.791,1.90966632520894e-58,"SLC25A6"
1.1726390352328e-62,1.40549737671505,0.858,0.862,2.61744759054314e-58,"EEF2"
2.35309034348011e-62,2.31125189310835,0.725,0.526,5.25233295568196e-58,"FUS"
2.79433496288572e-62,-2.08945310693487,0.106,0.638,6.23723507065722e-58,"ANKRD28"
2.8110523369217e-62,2.33519841380045,0.242,0.009,6.27454992124292e-58,"IGHD"
4.10709537115498e-62,-1.55110309698347,0.153,0.703,9.16744757795502e-58,"H1FX"
5.30074299079539e-62,-1.53644404586777,0.205,0.783,1.18317884297544e-57,"KDELR2"
5.37646748438984e-62,3.23518398404687,0.6,0.302,1.20008130719066e-57,"IFITM2"
6.78315131451391e-62,-1.55153955163781,0.102,0.646,1.51406720491265e-57,"SRPRB"
7.27886869406346e-62,-1.51116227893725,0.201,0.79,1.6247162812019e-57,"P4HB"
1.10780199094817e-61,-1.43081874333787,0.49,0.909,2.47272482399541e-57,"PPIB"
1.48107599143746e-61,4.01018361280187,0.549,0.226,3.30590972048755e-57,"GPR183"
1.60448348260777e-61,-1.16054357326115,0.58,0.954,3.5813675815288e-57,"HERPUD1"
1.60783225002513e-61,4.77432429567442,0.339,0.049,3.58884236528109e-57,"FOXP1"
5.81157779448578e-61,3.297650573163,0.609,0.329,1.29720227950717e-56,"GPSM3"
6.18939593681837e-61,-1.40710324829299,0.126,0.686,1.38153506705723e-56,"CCPG1"
1.13473228823214e-60,2.19156275556006,0.731,0.635,2.53283594056297e-56,"ATP6V1G1"
1.19509166220466e-60,2.89362421340793,0.623,0.338,2.66756409920703e-56,"TAGLN2"
3.81971104833755e-60,-5.74752103538236,0.214,0.752,8.52597703099425e-56,"IGHG2"
4.47144687898955e-60,8.35313851888607,0.217,0.004,9.98071657859258e-56,"AFF3"
6.07007467236626e-60,4.31464827361958,0.361,0.064,1.35490136761887e-55,"TUBA1A"
1.55729128890776e-59,0.85234419393567,0.962,0.949,3.47602988597101e-55,"FTL"
1.76491548184053e-59,-3.46110741912946,0.014,0.457,3.93946784701625e-55,"CAV1"
7.03002266617292e-59,1.21337615943072,0.867,0.87,1.56917135931646e-54,"MYL6"
1.26329263611143e-58,-1.45184197291705,0.106,0.639,2.81979549306433e-54,"ALG5"
2.75335861946412e-58,-2.13563716272763,0.043,0.509,6.14577177450585e-54,"SLC44A1"
3.26714984796399e-58,2.47577879540578,0.711,0.599,7.29260517564043e-54,"CDC42"
3.76743513323062e-58,-4.68657393973401,0.007,0.435,8.40929196088407e-54,"KCNN3"
5.22053996362022e-58,5.12299285727213,0.264,0.021,1.16527672527967e-53,"MTSS1"
5.93124320465671e-58,-2.54723472983169,0.025,0.473,1.32391279571142e-53,"CKAP4"
8.39128797301292e-58,-1.50946979728547,0.117,0.648,1.87301938845621e-53,"SPATS2"
1.00939536782847e-57,-1.20768415747835,0.53,0.888,2.25307140052993e-53,"SEC61B"
1.10606357452227e-57,-1.45335735271691,0.106,0.627,2.46884450469116e-53,"FNDC3A"
1.11096863667645e-57,6.65912821710363,0.228,0.01,2.47979309392552e-53,"NCR3"
1.13777315425138e-57,-4.01643959863786,0.018,0.455,2.5396234576045e-53,"GAS6"
1.87077712300802e-57,3.5468030294783,0.521,0.21,4.17576161626621e-53,"TRIM38"
2.21540758641757e-57,-1.56947693161317,0.095,0.605,4.94501127364266e-53,"CD59"
7.56203877109448e-57,2.27600626700087,0.731,0.631,1.687922674096e-52,"PNRC1"
1.04782373759752e-56,2.23292298180415,0.736,0.678,2.33884736469142e-52,"PSMB9"
3.08397906603203e-56,4.45182937963488,0.253,0.019,6.88374967329009e-52,"TTN"
3.33784994031921e-56,5.97025262028874,0.255,0.021,7.4504148517865e-52,"CDKN2D"
3.75568090349916e-56,3.90225471179889,0.413,0.109,8.38305534470047e-52,"MBP"
4.22811204663475e-56,1.87930634833509,0.763,0.747,9.43756889929342e-52,"EIF4A2"
5.50391611787714e-56,2.38889961597138,0.716,0.631,1.22852911667136e-51,"CALM2"
1.09474865184241e-55,-1.09335289099385,0.58,0.918,2.44358846577744e-51,"SPCS2"
1.53373087906986e-55,2.9151443057388,0.609,0.356,3.42344069517183e-51,"UBXN1"
1.60486309079567e-55,-3.66781233306442,0.009,0.426,3.58221490496502e-51,"AC012236.1"
2.37763167045378e-55,-1.18074569929477,0.239,0.811,5.30711165161989e-51,"TRAM1"
2.85619687883858e-55,2.02611195411465,0.734,0.686,6.3753170532556e-51,"ATP6V0E1"
6.63593077594299e-55,-1.34473502935418,0.251,0.806,1.48120610849824e-50,"RPN2"
7.25964906353344e-55,-3.03634182826695,0.027,0.458,1.6204262674713e-50,"PECAM1"
1.13787105894316e-54,5.72110654631401,0.194,0.002,2.53984199066703e-50,"TCL1A"
1.33026775794332e-54,3.44387350738932,0.515,0.211,2.96929066250529e-50,"STX7"
1.62166529353362e-54,1.90865124416266,0.752,0.692,3.61971910169639e-50,"STK4"
2.41353670972578e-54,-1.56640982681955,0.086,0.574,5.38725528977891e-50,"NANS"
3.06831386198689e-54,3.98349935828952,0.37,0.083,6.84878337134094e-50,"UVRAG"
3.11435384321017e-54,1.33848062747392,0.801,0.844,6.95154921342942e-50,"TMA7"
3.17574030595007e-54,2.63037408239624,0.664,0.477,7.08856993691116e-50,"NAP1L1"
3.39625251000206e-54,4.07374490444765,0.28,0.033,7.58077522757561e-50,"ZEB2"
8.04751286359951e-54,-1.33217816554949,0.093,0.585,1.79628534628405e-49,"DSTN"
1.05237830846462e-53,-1.25170375342412,0.124,0.643,2.34901362232388e-49,"MLEC"
2.07390941460282e-53,3.64129303142646,0.519,0.233,4.62917320433496e-49,"SNX2"
2.44925726325182e-53,-1.32538572433518,0.192,0.741,5.46698713730439e-49,"CLPTM1L"
2.83326699132728e-53,6.192372618524,0.223,0.013,6.32413525134163e-49,"FCRL1"
3.75605982099155e-53,-2.71460325480704,0.018,0.431,8.38390112643525e-49,"P2RX1"
4.17693251139859e-53,7.7887854517984,0.185,0.002,9.3233310586928e-49,"RUBCNL"
5.761168740798e-53,-2.56770199468114,0.036,0.466,1.28595047463352e-48,"UAP1"
1.26030162789437e-52,5.03451837332833,0.248,0.022,2.81311926362302e-48,"HLA-DOA"
1.89406071424611e-52,-1.34013798884076,0.108,0.605,4.22773292026874e-48,"ARFGAP3"
2.03143908819276e-52,3.73499204103107,0.447,0.149,4.53437518875505e-48,"TMEM154"
3.02051378122872e-52,8.3046124242409,0.185,0.002,6.74208881108062e-48,"CXCR5"
1.03604852604068e-51,9.31654187094749,0.174,0,2.3125639149754e-47,"CNR2"
1.33291714128885e-51,2.62250713688976,0.65,0.442,2.97520435107085e-47,"POU2F2"
2.11264464200879e-51,3.98560814673691,0.415,0.125,4.71563410542781e-47,"LYN"
2.24849759896806e-51,4.16308825918762,0.418,0.129,5.0188714906566e-47,"CYBB"
2.94705002577839e-51,2.41097191631949,0.679,0.511,6.57811036253995e-47,"RALGPS2"
4.61783688986721e-51,2.75432769261959,0.632,0.422,1.03074737218726e-46,"EZR"
5.92736995456999e-51,3.83097694347771,0.352,0.078,1.32304824755957e-46,"TRBC2"
7.18354245767743e-51,2.42634629001298,0.625,0.363,1.60343851197818e-46,"BIRC3"
1.56410273776214e-50,2.12378187512838,0.704,0.621,3.49123372095886e-46,"YWHAB"
1.78474512427616e-50,4.81204387411803,0.264,0.032,3.98372959189683e-46,"PARP15"
2.03332381356445e-50,-2.42575078634983,0.045,0.469,4.5385820842572e-46,"GMPPB"
2.19245518186599e-50,2.30127949610623,0.679,0.528,4.89377921144307e-46,"IFI16"
7.30196503543407e-50,3.63033230383535,0.492,0.214,1.62987161555924e-45,"CD40"
7.32351804995788e-50,-1.02519991814649,0.172,0.701,1.6346824639311e-45,"ZBP1"
8.13466076062122e-50,1.67361669160042,0.752,0.758,1.81573762837826e-45,"ATP5G2"
1.03085812868409e-49,-2.01889884693604,0.045,0.469,2.30097842903576e-45,"MEI1"
1.76985964311224e-49,4.11623109769019,0.359,0.088,3.95050370939083e-45,"CLECL1"
1.95246689002889e-49,-1.18144053599315,0.104,0.583,4.35810134523349e-45,"IFNAR2"
3.09118665988737e-49,-2.26163077005696,0.047,0.466,6.89983774353461e-45,"TRAM2"
4.77873214101022e-49,-1.1277996356593,0.363,0.862,1.06666080119489e-44,"RABAC1"
5.03035515506422e-49,2.1781576027548,0.7,0.637,1.12282557416189e-44,"TRIR"
7.24488672368726e-49,-1.13496439415613,0.079,0.534,1.61713116559423e-44,"CALU"
7.89196053801442e-49,-1.46994857889605,0.086,0.54,1.7615645116902e-44,"TPST2"
8.4096935306534e-49,2.21555506946927,0.684,0.586,1.87712769297715e-44,"RPL17"
1.13405067201119e-48,2.51121387498282,0.641,0.451,2.53131450499618e-44,"STK17B"
1.36275949095678e-48,4.03512586334183,0.454,0.172,3.04181545976463e-44,"HLA-DQA2"
1.43904489046105e-48,-1.25959661394754,0.104,0.579,3.2120920999981e-44,"PDXK"
1.49820404855811e-48,6.13687242085518,0.203,0.011,3.34414125678655e-44,"MPEG1"
4.48203778564939e-48,2.44576392352873,0.657,0.539,1.0004356541348e-43,"SNX3"
1.29962427397233e-47,2.85647820649631,0.587,0.361,2.90089134193363e-43,"ACAP1"
1.32038282083861e-47,3.08974804094405,0.533,0.272,2.94722649439387e-43,"LRRFIP1"
1.32500188146742e-47,-1.06797353641042,0.352,0.854,2.95753669962343e-43,"CD63"
2.16133815632868e-47,1.49126499193092,0.788,0.787,4.82432289874124e-43,"VIM"
5.1276972636016e-47,4.48170566354453,0.178,0.005,1.14455330620851e-42,"FAM129C"
5.52115539133984e-47,2.28924921577839,0.664,0.541,1.23237709490097e-42,"EIF3F"
7.98162988780147e-47,-1.59414229958488,0.117,0.569,1.78157960725617e-42,"IRF4"
8.67592717657986e-47,1.96568572785008,0.691,0.62,1.93655370508439e-42,"SKP1"
1.1104600751907e-46,5.11269025331331,0.255,0.034,2.47865793383317e-42,"EBF1"
1.40603351101863e-46,1.9479654595526,0.713,0.67,3.13840739994468e-42,"HNRNPK"
1.54301301648043e-46,-0.958089645765977,0.185,0.709,3.44415935408596e-42,"TMEM208"
1.55271851848872e-46,-1.28974547686323,0.081,0.515,3.46582300511868e-42,"CYTOR"
1.69993817008024e-46,2.17165246999465,0.657,0.493,3.7944319894361e-42,"SCAF11"
1.7209817878401e-46,-0.966288157717996,0.316,0.864,3.84140344863788e-42,"PSAP"
1.86022220746284e-46,4.78350690610433,0.239,0.027,4.1522019892778e-42,"SNX10"
3.1507561089866e-46,0.737630117200388,0.941,0.929,7.032802710869e-42,"SERF2"
3.34681656959919e-46,3.66074011595029,0.384,0.114,7.47042926500236e-42,"MAP4K4"
5.75670269402823e-46,-2.64236644663308,0.047,0.444,1.28495360833404e-41,"SEC24D"
6.35564871338307e-46,2.43324244148561,0.65,0.495,1.41864434931424e-41,"SP100"
6.42481768822982e-46,2.51838068315691,0.623,0.442,1.43408355618978e-41,"ACTR2"
8.76108367678967e-46,5.31651397645538,0.219,0.02,1.95556148749622e-41,"CRYBG1"
9.38223363495215e-46,-1.0236541753142,0.375,0.859,2.09420836965767e-41,"GSTP1"
1.43657265106727e-45,-4.28291269180682,0.023,0.39,3.20657381444726e-41,"HIST1H2BG"
1.85159218780004e-45,3.34112861793594,0.526,0.28,4.13293892238846e-41,"UCP2"
1.92884977103291e-45,-5.86435888608152,0.002,0.351,4.30538557392255e-41,"LINC02362"
3.88699569317595e-45,3.39244520121423,0.44,0.17,8.67616308673803e-41,"CSK"
4.45102618658066e-45,3.72532875624583,0.427,0.158,9.93513555106669e-41,"CAPG"
5.61352972301363e-45,2.93491014720714,0.591,0.405,1.25299596947387e-40,"CIB1"
1.37534365325098e-44,3.83683650834108,0.377,0.114,3.06990456842151e-40,"PLEKHF2"
3.24664633239971e-44,-0.919806853330566,0.257,0.796,7.2468392785494e-40,"TMED10"
4.64392713421859e-44,-1.85600933604046,0.052,0.446,1.03657097562893e-39,"LARP1B"
4.93837882559128e-44,3.12192305217782,0.474,0.21,1.10229553766023e-39,"SKAP2"
5.65115680591918e-44,3.28123914406093,0.433,0.164,1.26139471064922e-39,"INPP5D"
6.39035589666453e-44,-3.66034487045265,0.016,0.37,1.42639133969449e-39,"AQP3"
6.5943605957349e-44,2.18852082181874,0.67,0.587,1.47192722857399e-39,"EVI2B"
7.38993668704465e-44,1.74403219098097,0.725,0.673,1.64950776791524e-39,"SRSF5"
1.17699912038105e-43,3.82472543527865,0.314,0.071,2.62717973660255e-39,"ALOX5AP"
1.34442373159001e-43,-1.91636152280493,0.052,0.441,3.00088821128206e-39,"NXPE3"
1.46498757148847e-43,1.91689966036706,0.761,0.663,3.26999875831941e-39,"DUSP1"
1.92344916062589e-43,3.03710354855885,0.515,0.27,4.29333087143304e-39,"MSN"
2.33637802627387e-43,1.80941094739006,0.713,0.642,5.2150293924459e-39,"HNRNPU"
2.38406342049289e-43,3.09377772487004,0.528,0.291,5.32146796088218e-39,"CMTM6"
3.18242536496613e-43,-2.22711198088458,0.113,0.519,7.1034916571409e-39,"CITED2"
3.68625182097185e-43,2.46815143792716,0.621,0.481,8.22808268959126e-39,"SH3BGRL"
4.85834577184287e-43,-3.47802633108993,0.009,0.35,1.08443135973305e-38,"CADM1"
6.40625026877251e-43,-1.08497149375608,0.09,0.516,1.42993912249271e-38,"DNAJB11"
6.93213691562778e-43,3.78381526585715,0.4,0.138,1.54732228093728e-38,"RAB11FIP1"
8.09389153793173e-43,-0.745134431057325,0.135,0.607,1.80663753018174e-38,"SAR1B"
9.86309362467926e-43,1.90623824780318,0.74,0.625,2.20154112796466e-38,"JUNB"
1.77610507013821e-42,5.98758813619147,0.19,0.014,3.9644441270555e-38,"MNDA"
1.95135450208488e-42,3.60051460998531,0.381,0.125,4.35561838410367e-38,"PPP1R18"
2.79824108835464e-42,3.22280380541932,0.429,0.166,6.24595393331638e-38,"VASP"
2.96555453279923e-42,3.78691584094042,0.391,0.135,6.61941427266116e-38,"AIM2"
3.3536242345525e-42,-0.989611102030334,0.255,0.778,7.48562465394463e-38,"TMED9"
4.43297562708265e-42,-1.70297892837837,0.043,0.415,9.89484489721119e-38,"SEC24A"
5.10761906089076e-42,-3.25638870629256,0.016,0.358,1.14007165058143e-37,"CEP128"
6.75759522657844e-42,3.65458393537418,0.375,0.117,1.50836283052457e-37,"IFI44L"
7.57252340562896e-42,-0.907014938187087,0.126,0.581,1.69026294937044e-37,"CISD2"
8.2172214612876e-42,2.63671890758498,0.571,0.369,1.83416600237401e-37,"DAZAP2"
1.02856679105969e-41,2.41937853014326,0.632,0.515,2.29586393432433e-37,"GNAI2"
1.79613859973982e-41,-1.18742587347171,0.079,0.483,4.00916096847925e-37,"LAX1"
2.72558707239862e-41,-0.36969599962995,0.239,0.775,6.08378290430096e-37,"PLPP5"
2.9613705318741e-41,-1.03534953041341,0.535,0.863,6.61007516419618e-37,"SPCS1"
4.19113437853731e-41,2.723920698432,0.582,0.403,9.35503104633312e-37,"FAM107B"
1.13100685929207e-40,-0.720543285972529,0.09,0.505,2.52452041062583e-36,"LAMP2"
1.18688571660141e-40,3.35501348969012,0.348,0.099,2.64924760802602e-36,"PHACTR1"
1.90983955640406e-40,1.95779625356653,0.675,0.641,4.26295287384949e-36,"CD81"
2.44952290160224e-40,-1.35007808707833,0.054,0.431,5.46758006866637e-36,"TAPBPL"
2.76002622921852e-40,-0.886304126697938,0.149,0.608,6.16065454623865e-36,"MRPS31"
2.97040458832744e-40,-1.24901363124927,0.063,0.443,6.63024008160568e-36,"CSNK1E"
3.49546087678637e-40,-2.22829943526471,0.027,0.371,7.80221822307485e-36,"QPRT"
4.66169734824611e-40,-1.37180440571239,0.079,0.476,1.04053746510201e-35,"SURF4"
4.74883393681599e-40,2.99502652934705,0.533,0.322,1.0599872230367e-35,"PLEKHO1"
4.94525922166611e-40,2.01061391763887,0.661,0.581,1.10383131086809e-35,"RNASET2"
5.83044260099566e-40,3.55916660971914,0.284,0.061,1.30141309296824e-35,"WDFY4"
6.29713930316096e-40,-1.14770671901304,0.074,0.465,1.40558446385856e-35,"PLD3"
6.81442512881531e-40,-1.31694185749875,0.059,0.433,1.52104783300286e-35,"SCARB2"
7.16655079158471e-40,3.26120195261672,0.451,0.201,1.59964580218962e-35,"CLEC2D"
9.28744461695885e-40,2.44095411930001,0.506,0.255,2.07305051295139e-35,"IER5"
9.4329989075869e-40,1.48841185333096,0.731,0.749,2.10553968616247e-35,"ERP29"
1.09457783991404e-39,-0.774575175830618,0.212,0.722,2.44320719647212e-35,"TMED2"
1.12884993867026e-39,-0.833284763875308,0.135,0.575,2.51970594810588e-35,"GLCCI1"
1.14228187064931e-39,-1.11021008789022,0.077,0.473,2.54968736347632e-35,"SLC35B1"
1.48758215682756e-39,6.64852979877769,0.163,0.008,3.32043213225481e-35,"LMO2"
1.54883745639001e-39,-1.00823024296552,0.095,0.503,3.45716008640815e-35,"SLC38A10"
1.60836602688225e-39,2.18234798056543,0.659,0.577,3.59003380860386e-35,"HMGN2"
2.11246604749271e-39,2.76943959027791,0.567,0.386,4.71523546460849e-35,"SYNGR2"
2.37714469017215e-39,-0.737066277792477,0.167,0.636,5.30602466293326e-35,"ERGIC3"
3.00789553496475e-39,1.87904561941364,0.677,0.614,6.71392362359481e-35,"HLA-F"
3.65403175431238e-39,3.48836949087865,0.368,0.122,8.15616427880067e-35,"ETS1"
4.56622656513173e-39,-0.980891600480402,0.108,0.528,1.01922743160305e-34,"ST6GALNAC4"
4.61032862939448e-39,3.81345270689284,0.393,0.15,1.02907145336714e-34,"RGS19"
5.22275637669857e-39,-1.34900613028177,0.065,0.442,1.16577145084289e-34,"FBXO18"
6.72756926098021e-39,1.09015885042691,0.786,0.803,1.50166073474339e-34,"CHCHD2"
8.43508369451499e-39,4.28838132456177,0.316,0.085,1.88279503145269e-34,"NFKBID"
1.20344522199229e-38,-0.721136174004418,0.314,0.815,2.68621008000899e-34,"UBE2J1"
1.26395372816628e-38,1.87129091914217,0.693,0.697,2.82127111663994e-34,"HMGN1"
1.3448887764066e-38,-0.591486280063724,0.151,0.612,3.00192623781717e-34,"ICAM2"
2.03653052406749e-38,3.55715045476766,0.289,0.066,4.54573978277105e-34,"RASGEF1B"
3.40824096612475e-38,-0.908546656817455,0.321,0.826,7.60753466048706e-34,"LMAN2"
5.59831536611183e-38,1.07564854119294,0.799,0.841,1.24959997286982e-33,"ATP5L"
5.83276932485268e-38,3.3236775789003,0.454,0.222,1.30193244100037e-33,"DBNL"
7.39822962222964e-38,3.11059870890835,0.517,0.319,1.65135883397788e-33,"PRR13"
8.36363170476369e-38,2.79424400580939,0.508,0.284,1.8668462328203e-33,"ATP2B1"
9.67362087084866e-38,4.12557945585583,0.228,0.036,2.15924891458213e-33,"TSPAN33"
9.75132273119407e-38,-0.777739390524631,0.262,0.771,2.17659274682983e-33,"CANX"
1.11009312323901e-37,2.82304884535387,0.549,0.367,2.47783886038179e-33,"SMAP2"
1.60608595315727e-37,4.35082648905165,0.244,0.044,3.58494445604234e-33,"RILPL2"
1.79028371268773e-37,-1.80317853260409,0.025,0.349,3.99609227509028e-33,"AAK1"
1.90507429685757e-37,4.5368961293785,0.235,0.04,4.25231633801579e-33,"PIK3AP1"
2.6533980054072e-37,8.36159002222936,0.129,0.001,5.92264968786941e-33,"CR1"
5.17018805532711e-37,-1.01191030460137,0.176,0.618,1.15403767582956e-32,"TP53INP1"
5.78312924375872e-37,-2.60382372248829,0.018,0.33,1.29085227849938e-32,"WIPI1"
6.53344246424544e-37,-1.05287283260424,0.086,0.468,1.45832969244422e-32,"LRRC59"
7.58172523500436e-37,-0.718515009092069,0.219,0.712,1.69231688970532e-32,"TECR"
8.13271402032488e-37,5.83772751061756,0.185,0.019,1.81530309647672e-32,"FCER2"
1.22484653486821e-36,4.70932745273801,0.244,0.046,2.73397995047933e-32,"HOPX"
1.37743654626426e-36,2.06874653773979,0.661,0.613,3.07457611491646e-32,"SET"
4.25239423042096e-36,6.15300298815136,0.194,0.024,9.49176916172263e-32,"CALHM6"
4.3328556713729e-36,3.33682851814626,0.467,0.249,9.67136714407146e-32,"FAM49B"
5.01531467087879e-36,2.04152099629434,0.655,0.627,1.11946838768685e-31,"ANAPC16"
7.68229275825316e-36,2.15371124559734,0.623,0.544,1.71476456656969e-31,"GMFG"
1.05970196177301e-35,2.8628673461578,0.537,0.361,2.36536074887354e-31,"MOB1A"
1.10440675379558e-35,-2.26443560850013,0.027,0.341,2.46514631514712e-31,"PPCDC"
1.11503749951225e-35,7.72081966553409,0.126,0.002,2.4888752026613e-31,"FUT7"
1.34967945263338e-35,-0.816567466003229,0.217,0.697,3.01261950622297e-31,"DERL1"
1.41048629179398e-35,-0.806995807854349,0.257,0.733,3.14834645191335e-31,"PABPC4"
1.97368219668399e-35,-0.570973364270192,0.086,0.461,4.40545603121834e-31,"CHID1"
2.36743689719454e-35,1.85212856399936,0.666,0.662,5.28435589822794e-31,"RHOA"
3.86732579741366e-35,-0.742297515884531,0.084,0.456,8.63225791240703e-31,"MPC1"
4.17547968102509e-35,-1.19431162769846,0.047,0.38,9.32008819601611e-31,"PGM3"
6.22033427362975e-35,-0.859761906083541,0.169,0.604,1.3884408132169e-30,"FBXW7"
6.40248082383328e-35,-1.61111638233941,0.068,0.414,1.42909774468783e-30,"AC007952.4"
6.95829761665225e-35,-1.75420925392331,0.032,0.344,1.55316161101295e-30,"HYOU1"
7.21986636473497e-35,3.96495854937332,0.253,0.055,1.61154637127249e-30,"TMC8"
9.67411418699292e-35,2.26243824488565,0.598,0.498,2.15935902767869e-30,"ANP32B"
1.25582154936344e-34,-0.838518173850181,0.226,0.69,2.80311928033413e-30,"ARF4"
1.41355181061513e-34,-0.622052882806247,0.167,0.607,3.15518899647403e-30,"OS9"
1.44240215069083e-34,-1.10881955964178,0.106,0.485,3.21958584055699e-30,"SLC1A5"
1.63838192194667e-34,-0.662392886070759,0.201,0.661,3.65703228797716e-30,"SRPRA"
2.0112852271201e-34,-2.34329661486205,0.023,0.322,4.48938975545478e-30,"SEMA4A"
2.09137205382874e-34,3.67656207294195,0.327,0.107,4.66815156135113e-30,"ELOVL5"
2.85027746903737e-34,-1.26635835175721,0.095,0.461,6.36210433863831e-30,"CASP10"
2.96391706371888e-34,-4.22788536163806,0.009,0.292,6.61575927792692e-30,"ITGA6"
4.98584892883614e-34,-5.78582862043371,0.7,0.959,1.11289133940552e-29,"IGLC2"
5.43340113147075e-34,4.69427593732175,0.23,0.044,1.21278946655559e-29,"ARL4A"
5.49059116397493e-34,1.26888988371808,0.756,0.794,1.22555485371084e-29,"UQCRH"
5.87983079694111e-34,-2.3958069750567,0.027,0.329,1.31243703218523e-29,"SLC1A4"
6.02498507506025e-34,3.19473666568914,0.359,0.132,1.3448369186042e-29,"PDE7A"
6.54550592062951e-34,-1.4247431696266,0.045,0.366,1.46102237654371e-29,"STT3A"
9.27643703608384e-34,-1.0787435307178,0.081,0.437,2.07059351082427e-29,"CASP3"
9.67153222194139e-34,5.2736711210332,0.138,0.006,2.15878270725954e-29,"MCOLN2"
1.48304719292311e-33,-1.79126899330419,0.038,0.35,3.31030963932368e-29,"MAGED1"
1.51904819917596e-33,2.58397905659018,0.546,0.387,3.39066748538067e-29,"EIF2S3"
2.25786231742763e-33,-0.613251220499894,0.156,0.571,5.03977447873021e-29,"GNL3"
2.78331973696938e-33,-1.46016544876275,0.047,0.366,6.21264798488935e-29,"MCEE"
