"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,4.8275632633173,0.454,0.023,0,"3","ASPM"
1.34142415683345e-266,4.79729473611597,0.252,0.006,2.99419286046795e-262,"3","CDCA2"
0,4.76068933871995,0.486,0.03,0,"3","UBE2C"
4.95381342870424e-156,4.72968184345704,0.169,0.007,1.10574069542107e-151,"3","CDC45"
0,4.70542663641939,0.398,0.018,0,"3","HMMR"
0,4.69019540395439,0.47,0.027,0,"3","TPX2"
0,4.6603690420054,0.562,0.043,0,"3","TOP2A"
9.87564989323728e-176,3.83758396817194,0.295,0.025,2.20434381266949e-171,"6","SLAMF9"
2.99163395500048e-128,3.78393810313951,0.196,0.014,6.67762615095656e-124,"6","TM4SF19"
3.36409810263349e-221,3.66699311823698,0.574,0.097,7.50900337488822e-217,"6","SLC2A1"
2.72921803149681e-122,3.08081310434275,0.438,0.095,6.09188756810403e-118,"6","RAB42"
1.85896508303059e-230,3.03171342082126,0.469,0.053,4.14939596183257e-226,"6","ENO2"
8.2806709652078e-58,3.00058330340077,0.192,0.036,1.84832856614403e-53,"6","SLC6A8"
2.08293918386903e-177,2.90549286497237,0.693,0.195,4.64932855231407e-173,"6","HK2"
1.76917586649719e-71,2.88576070845019,0.149,0.016,3.94897745160837e-67,"6","GPR146"
1.51272587843262e-186,2.87803434182381,0.657,0.159,3.37655543324945e-182,"6","ADM"
1.04418282877062e-190,2.83341474175078,0.713,0.194,2.33072049209889e-186,"6","BNIP3"
1.60089873809526e-102,2.82017513668581,0.204,0.021,3.57336607330244e-98,"6","ANGPTL4"
5.28972557226588e-68,2.81907520663262,0.17,0.023,1.18071964498547e-63,"6","TMEM45A"
3.87722760622939e-99,2.81162230406928,0.244,0.033,8.65435973986463e-95,"6","PLOD2"
1.44729111720897e-68,2.80428383942009,0.186,0.028,3.23049850272215e-64,"6","MT1H"
2.35757524991825e-72,2.78812738073336,0.238,0.044,5.26234371534252e-68,"6","LPL"
3.27217745209107e-143,2.76942393595998,0.729,0.26,7.30382729081247e-139,"6","NUPR1"
4.08514475867202e-139,2.72384094952612,0.547,0.137,9.11845161583182e-135,"6","MXI1"
7.13510723144813e-114,2.71561914329178,0.281,0.039,1.59262728513154e-109,"6","SLCO4A1"
1.47231790663001e-39,2.67153438973111,0.2,0.054,3.28636079938884e-35,"6","NMB"
1.34703979910782e-203,2.67150055062619,0.99,0.566,3.00672753558857e-199,"6","SPP1"
